month,site,job_family,open_positions,time_to_fill_days,offer_acceptance_rate
2023-10-01,Lyon,IT,30,12,1.6695133646916929
2025-07-01,PARIS,Operations,28,214,1.2896665067356496
2024-03-01,Paris,HR,34,6,0.9236132288169389
2024-05-01,lyon,finance,10,47,0.058736254800641936
2025-03-01,Madrid,IT,30,263,0.3485516259528162
2025-12-01,Berlin,IT ,35,-10,1.476771801579475
2024-02-01,PARIS,finance,0,10,0.6701177272924866
2025-04-01,BERLIN,IT ,46,238,0.1735720969199146
2023-08-01,Lyon,IT,17,256,1.3536702665302063
2025-04-01,Madrid,finance,1,-10,0.2065710486191611
2025-06-01,Madrid,Finance,0,48,0.48217941265978864
2025-05-01,Berlin,IT,24,121,0.04968776508815709
2023-12-01,BERLIN,HR,2,47,0.5055034280467743
2025-11-01,Lyon,HR,23,62,1.3902754710699647
2024-07-01,PARIS,finance,46,23,0.7544836866615988
2023-05-01,lyon,IT,18,196,0.35469510844872126
2023-12-01,lyon,Finance,43,265,0.815404523698298
2023-06-01,Lyon,IT ,10,162,0.005643764310178789
2023-05-01,Madrid,IT ,42,4,1.191236165352911
2024-12-01,Lyon,Operations,19,67,0.009080006956641806
2024-06-01,Madrid,IT,49,117,0.5339577537081822
2025-01-01,Paris,finance,32,42,0.31080758889257704
2025-04-01,BERLIN,Finance,9,191,1.6068283110988089
2024-12-01,Berlin,HR,8,257,0.2117938075406654
2024-11-01,Madrid,IT,19,288,1.0399851617788434
2023-01-01,Paris,Operations,49,4,0.6339275143810635
2024-02-01,Madrid,Finance,24,227,1.2265242831379501
2024-07-01,Paris,IT ,4,76,0.5710031964751836
2025-09-01,Berlin,Finance,49,203,0.17893279505508153
2023-06-01,PARIS,Finance,21,144,0.06899253398962947
2025-10-01,BERLIN,IT ,10,152,1.6837644812229364
2024-11-01,lyon,Finance,44,249,1.637609260219283
2025-03-01,Paris,finance,24,146,0.365723790905819
2024-02-01,Madrid,IT ,47,275,0.15029625955748263
2024-10-01,Paris,HR,1,22,1.0331540725525288
2024-02-01,Madrid,Finance,36,122,1.174117424399066
2024-10-01,lyon,HR,18,0,1.2485119936620113
2023-09-01,PARIS,IT,20,167,1.5517551482169576
2023-11-01,Paris,IT,8,240,0.4316233743063929
2023-12-01,Madrid,IT ,28,199,0.3767701328728391
2025-01-01,BERLIN,IT ,24,93,0.12634876549153765
2023-02-01,lyon,Operations,43,-11,0.25517898438965053
2023-09-01,Berlin,Finance,48,173,1.1040979568397862
2025-11-01,Lyon,IT,39,202,0.8266203010540948
2025-08-01,Berlin,Finance,34,181,1.2192920102243991
2024-02-01,Lyon,HR,7,98,1.057748276439218
2025-05-01,Paris,Operations,23,231,1.2010457936472358
2024-07-01,Berlin,Operations,30,119,0.9023156414822604
2025-12-01,Berlin,HR,47,2,1.612065411833613
2023-05-01,Berlin,IT,9,139,1.146633913055801
2024-05-01,lyon,finance,49,261,1.20005014677901
2025-10-01,Berlin,Operations,26,293,1.5013916486881063
2024-10-01,Paris,HR,18,135,1.0360139367712122
2023-11-01,Madrid,finance,1,-1,0.38787791594123433
2025-06-01,Madrid,IT ,44,162,0.7240040304743128
2025-05-01,Lyon,HR,37,112,1.2329069576295035
2024-03-01,Madrid,IT,30,285,1.5745049084686324
2025-12-01,Berlin,Finance,14,244,0.8158204128152649
2024-05-01,Madrid,HR,25,12,0.3805162185576755
2025-03-01,Paris,HR,47,231,0.5347752265752725
2023-02-01,Lyon,Operations,9,294,0.7251765166279817
2023-06-01,PARIS,Finance,44,251,1.2417155111522002
2023-04-01,BERLIN,IT ,35,173,0.1794458749439953
2024-11-01,Madrid,finance,26,210,0.08079808019933249
2025-07-01,Lyon,finance,10,180,1.6961251684158463
2023-01-01,BERLIN,Finance,47,-11,0.5967593280151653
2024-01-01,Berlin,finance,10,134,0.4336291598644167
2023-06-01,PARIS,Finance,12,290,1.0691221612054755
2025-10-01,PARIS,Finance,47,271,1.5833828197431645
2024-04-01,Berlin,HR,42,186,0.7474732890171387
2025-08-01,Lyon,HR,8,33,1.3783941324462683
2024-03-01,Paris,HR,15,10,0.46778981925166
2023-04-01,Lyon,Finance,48,277,0.9095606188837612
2023-12-01,PARIS,HR,16,261,0.935300077657098
2023-10-01,PARIS,HR,40,127,0.39995127881773856
2023-02-01,PARIS,Finance,36,119,0.9728916895249673
2024-12-01,Berlin,IT ,0,82,0.9797577278696121
2024-04-01,Lyon,HR,1,154,0.9839953910929803
2025-11-01,BERLIN,Operations,18,264,0.6824597240170149
2024-05-01,Madrid,Operations,29,30,1.0799638520706618
2023-08-01,PARIS,Operations,45,123,0.5788868470345996
2025-05-01,Lyon,finance,7,-3,0.6654333042545341
2025-10-01,Paris,Finance,3,288,0.07006928845162556
2025-07-01,Madrid,IT ,16,203,1.6251996139787934
2024-05-01,lyon,IT ,7,194,1.220064162785229
2023-04-01,Paris,HR,16,292,1.25691937891453
2024-11-01,Madrid,IT ,17,122,1.3371775116480702
2023-11-01,Berlin,Finance,31,38,1.2205166410449304
2024-11-01,Paris,HR,39,0,1.4752635747666014
2023-05-01,lyon,Finance,13,165,0.03881666943469207
2025-08-01,PARIS,Operations,44,264,0.17771262384373984
2023-05-01,Paris,Finance,23,174,0.713456322470834
2024-05-01,Paris,Operations,25,44,1.4649875380435748
2024-11-01,BERLIN,IT,48,260,0.4917353417541689
2025-10-01,Berlin,Finance,1,73,1.270426217082534
2025-06-01,Berlin,Operations,39,242,0.45633040537604397
2025-03-01,Madrid,IT ,42,120,1.6977269333531813
2025-09-01,Berlin,HR,3,99,1.4298483240550461
2024-04-01,Lyon,IT,24,83,0.784289591891374
2025-07-01,Madrid,Operations,34,90,1.5084531930398566
2023-04-01,Lyon,HR,26,214,1.0287599063027841
2024-08-01,lyon,finance,7,86,0.22101258873324112
2025-08-01,Madrid,finance,25,-1,1.1195290241765916
2025-10-01,Berlin,IT,38,92,0.8780305129267955
2024-04-01,Paris,Operations,23,-12,0.34409977604073777
2025-05-01,lyon,finance,24,112,0.13739660115213903
2025-05-01,Madrid,Finance,19,7,1.502287133103561
2023-03-01,PARIS,IT ,47,5,0.6532003905283851
2023-07-01,lyon,IT ,41,66,1.504860412837985
2024-09-01,BERLIN,Finance,4,183,1.2657029311882149
2025-11-01,PARIS,finance,5,113,0.050708774848866024
2025-05-01,Madrid,IT ,34,212,1.3839588033526484
2025-07-01,Madrid,IT,28,182,0.3936313490706731
2024-05-01,Madrid,Operations,39,245,0.7109710044228148
2024-09-01,Lyon,finance,42,210,0.6054053993808545
2025-04-01,lyon,finance,17,168,0.023393869956577773
2024-11-01,lyon,IT ,26,78,1.452915196859474
2025-07-01,Berlin,IT,48,249,1.1992787526614468
2025-04-01,PARIS,Operations,44,206,0.7952874148647884
2023-11-01,Berlin,finance,45,70,0.6605175126885878
2023-01-01,Berlin,IT ,9,290,1.630422220211396
2024-12-01,PARIS,IT,48,64,1.487571751939101
2024-01-01,Berlin,finance,48,191,1.6746464841384954
2025-03-01,PARIS,HR,42,281,0.5483258366667286
2023-01-01,lyon,HR,16,26,1.0743654611752635
2023-09-01,Berlin,Finance,40,76,0.5093027676341995
2024-09-01,PARIS,Operations,33,-7,0.10418820569031485
2023-10-01,Paris,finance,2,43,1.4364627000484942
2023-09-01,Berlin,Operations,17,18,0.7371031212684019
2023-03-01,Madrid,Finance,15,79,1.4869428593141776
2025-05-01,Berlin,IT,1,103,0.7506338822173978
2024-10-01,PARIS,IT ,48,79,0.07762748377603812
2025-06-01,Paris,Finance,35,265,0.0809057557238201
2024-12-01,PARIS,IT,20,77,1.1813768785354355
2023-03-01,BERLIN,Operations,30,-13,1.2386244217044642
2023-08-01,Berlin,Operations,16,-8,1.6742267410858291
2025-02-01,Madrid,IT ,49,143,0.726726901951226
2025-11-01,Paris,finance,18,40,1.3834076257398193
2025-07-01,Madrid,finance,16,163,0.5043759870039267
2025-09-01,Berlin,Operations,31,261,0.40998013857048216
2025-11-01,BERLIN,Finance,9,244,0.04769558562832402
2024-04-01,Lyon,IT,2,194,0.9046911059589403
2023-11-01,Berlin,HR,37,276,0.4077304816614909
2024-03-01,Madrid,Finance,17,122,1.0195657252730586
2025-01-01,lyon,Operations,27,236,0.5543693826746022
2024-02-01,Madrid,HR,6,236,1.231474451507187
2023-09-01,Lyon,Finance,47,80,1.099474435784415
2023-10-01,PARIS,IT,5,236,1.5975536274903845
2024-11-01,BERLIN,Operations,44,126,0.8193033429246345
2023-06-01,lyon,IT ,48,-19,0.43932818150648756
2025-04-01,Berlin,finance,9,58,0.7411377707463312
2024-01-01,Lyon,finance,1,17,1.6197626348057943
2024-01-01,Madrid,IT,19,252,1.0217022557482804
2025-06-01,Lyon,HR,34,287,1.0493182913238441
2023-05-01,PARIS,finance,18,282,1.6189648033359791
2023-07-01,lyon,IT ,10,69,1.6513776838906442
2025-02-01,Paris,IT ,41,201,1.596735510480431
2024-11-01,Lyon,IT,35,268,0.8839072795792714
2025-04-01,BERLIN,Finance,5,185,1.219057976005634
2024-12-01,BERLIN,IT ,22,158,0.6288598941890966
2025-09-01,Berlin,Finance,10,1,1.568184824570508
2024-01-01,Berlin,IT ,34,43,1.501393354714774
2025-10-01,Lyon,IT ,28,212,1.1880154702647554
2024-01-01,BERLIN,finance,28,293,0.2505495817790824
2025-07-01,BERLIN,Finance,15,261,0.6086070495855627
2025-05-01,Madrid,IT,32,142,1.5874781353995242
2025-07-01,lyon,finance,16,-19,1.3739518960727128
2025-07-01,Paris,finance,34,273,0.216301959597872
2024-12-01,Lyon,HR,48,47,1.6282099749365744
2025-06-01,Paris,Operations,41,23,0.18992524894401888
2023-07-01,Paris,Operations,36,29,0.02643955482468897
2024-08-01,PARIS,Finance,18,63,0.7988049141749328
2023-02-01,Madrid,finance,19,132,1.5414634705500143
2024-06-01,BERLIN,IT ,4,256,0.2180388068687884
2023-12-01,Paris,finance,2,293,0.09039006468739584
2024-09-01,Madrid,Finance,6,21,1.3448463428992212
2024-07-01,PARIS,IT,47,251,0.8088640025224395
2023-06-01,Paris,Operations,46,203,1.6996635867060836
2023-09-01,Madrid,HR,24,131,0.20947574993918147
2023-04-01,BERLIN,IT ,29,287,0.08075767599565496
2024-08-01,lyon,HR,42,292,0.4893390459313122
2023-03-01,Madrid,Finance,15,213,0.17549867560389384
2023-09-01,lyon,finance,8,195,0.12622330749043728
2025-03-01,PARIS,Finance,20,13,1.694031201025631
2023-05-01,PARIS,finance,43,189,1.541986331826337
2023-04-01,Berlin,Finance,11,196,0.8968024952415007
2024-07-01,lyon,finance,13,18,0.06118229569656448
2024-04-01,Lyon,Finance,38,111,1.4383366577902428
2024-10-01,Paris,Operations,1,256,0.6249023155100405
2024-04-01,Paris,HR,27,11,1.2383312587389916
2024-09-01,lyon,Finance,23,196,1.2622295572003364
2025-10-01,Paris,finance,18,237,1.499934523357346
2023-05-01,PARIS,HR,13,13,1.6981421927720226
2024-04-01,Berlin,finance,18,166,1.5513857611330364
2023-02-01,Berlin,Finance,37,187,1.3104023314079285
2024-01-01,Lyon,Operations,45,11,0.5854110653847864
2025-08-01,lyon,IT,22,26,1.5278703529704605
2024-02-01,PARIS,finance,45,115,0.4952348346928691
2024-09-01,PARIS,HR,15,2,1.1033960956809934
2023-04-01,BERLIN,Operations,6,280,1.6779920669153408
2023-10-01,BERLIN,finance,16,210,1.5294351014535443
2024-04-01,lyon,finance,29,94,0.949342495554382
2023-11-01,lyon,HR,7,-6,0.20063300591927904
2025-09-01,BERLIN,finance,37,234,1.3393436609058327
2024-10-01,Madrid,Finance,38,239,0.962754290231021
2023-11-01,PARIS,IT ,10,255,0.9887830126501634
2025-04-01,Paris,IT ,38,299,0.9217431329207749
2025-10-01,Berlin,IT,45,156,0.5605876476407003
2023-11-01,Lyon,IT,28,41,0.19920507551750663
2023-07-01,Madrid,Operations,48,81,0.48489866739176835
2024-03-01,PARIS,IT ,0,64,1.359120554842373
2024-08-01,BERLIN,IT ,28,269,0.12318983554818425
2024-04-01,lyon,IT ,9,50,1.1197074305512462
2025-05-01,Berlin,HR,7,297,0.5405616632141216
2023-05-01,Lyon,IT ,30,79,0.5468776433318548
2024-09-01,Lyon,Finance,15,50,0.8889159782778732
2024-03-01,PARIS,IT ,5,244,0.6711846315080168
2023-06-01,Paris,HR,33,118,1.410593623211429
2024-11-01,Lyon,Finance,37,45,1.4888592554565465
2025-05-01,PARIS,finance,13,27,1.3662949253408214
2023-01-01,BERLIN,finance,30,266,1.5572978644200424
2023-05-01,Lyon,IT ,43,147,0.8885430355848465
2023-09-01,Paris,Operations,44,63,0.5767248174974683
2024-03-01,Madrid,finance,13,113,0.4363067242066336
2025-09-01,BERLIN,Finance,15,90,1.4000018934313672
2024-12-01,PARIS,HR,40,169,0.46178829931163945
2023-06-01,PARIS,HR,19,177,1.1819668531593117
2023-11-01,Madrid,IT,41,81,0.5939448026525151
2025-01-01,BERLIN,finance,21,267,0.899298205254005
2024-06-01,Berlin,IT,29,105,1.4456223374969996
2024-10-01,Berlin,IT ,41,252,0.2794384215808674
2024-02-01,lyon,IT ,43,242,0.5199993560570734
2023-10-01,PARIS,finance,43,-19,0.12745663947978725
2024-05-01,Berlin,HR,18,234,0.6121388040606199
2025-05-01,lyon,IT ,15,144,1.1861065441261065
2023-06-01,PARIS,IT ,12,26,0.9461609386705375
2023-07-01,BERLIN,finance,44,-19,0.5820579070906419
2023-05-01,BERLIN,finance,5,162,0.7438437341302784
2025-03-01,BERLIN,Operations,31,203,0.3898132076724838
2025-11-01,Berlin,IT,39,204,1.0817382273200893
2024-05-01,Lyon,IT,46,234,0.27751118865421875
2023-07-01,Paris,Finance,49,278,0.47281762898726337
2023-01-01,Lyon,Finance,21,272,1.218400376859859
2024-03-01,PARIS,IT,20,109,0.5353238235813977
2023-11-01,BERLIN,IT ,26,193,1.266777435598262
2025-02-01,lyon,HR,13,90,0.22826822097330032
2024-02-01,lyon,IT ,36,141,1.2017351977517796
2024-01-01,Madrid,HR,29,84,0.8037832608945907
2023-04-01,Madrid,IT ,11,83,0.8701256852138305
2025-09-01,Berlin,IT,25,34,0.7940539634919281
2024-02-01,BERLIN,finance,7,287,0.44367630563391436
2024-01-01,Madrid,HR,49,143,1.0928345252714522
2024-05-01,Berlin,IT,8,123,0.5374885366132451
2023-06-01,Paris,Operations,18,68,0.759144312432453
2024-10-01,Berlin,IT,49,163,0.47787069009739275
2024-11-01,Madrid,IT,46,11,0.6461037006024082
2025-12-01,lyon,finance,25,201,0.004746432205788509
2025-11-01,Berlin,IT,21,277,0.8538013015055042
2025-08-01,BERLIN,IT,25,257,0.8675600044888041
2023-01-01,Lyon,Finance,17,199,0.8916620022680773
2023-04-01,PARIS,Operations,35,16,0.8205534010553679
2023-04-01,Madrid,IT ,3,242,0.7242071126841448
2025-09-01,Paris,Operations,41,218,1.1304169022299644
2025-10-01,Lyon,finance,15,245,0.34267126557309596
2025-06-01,BERLIN,IT,36,141,0.9768702877441089
2024-03-01,Berlin,IT ,26,-14,1.530443732344463
2025-08-01,lyon,IT ,31,131,0.20301378468331302
2025-02-01,Paris,Operations,28,119,0.2589115130876529
2023-08-01,PARIS,finance,44,51,1.4726444836452357
2025-02-01,BERLIN,Operations,2,276,1.5411370355403993
2024-05-01,Berlin,IT,3,202,1.308055148174454
2025-06-01,Berlin,HR,0,86,0.11901972831790987
2025-11-01,Berlin,IT ,9,-1,0.17603372172323958
2023-12-01,Madrid,IT ,25,247,1.4861861502045837
2023-06-01,PARIS,IT,24,92,1.6961478127522813
2025-05-01,PARIS,IT ,39,49,1.4164190000566665
2024-02-01,lyon,IT,38,265,1.5961718210037448
2023-01-01,Lyon,HR,20,3,1.5666443718720793
2025-03-01,Madrid,Finance,14,34,0.46354316575202725
2023-06-01,lyon,Operations,29,155,0.7360316885999872
2025-09-01,Lyon,finance,26,156,1.4560530561799783
2025-07-01,Lyon,HR,28,136,0.7036842814096897
2025-08-01,Paris,HR,49,136,0.535133990273794
2025-09-01,BERLIN,HR,2,104,0.13263891476285242
2024-08-01,BERLIN,IT ,15,213,0.49162864208040813
2023-05-01,BERLIN,IT,20,84,1.6728230690242982
2024-05-01,lyon,IT ,42,140,1.5798674749286845
2025-09-01,lyon,Finance,12,51,1.432518266190331
2024-11-01,Lyon,IT ,24,-8,1.290614152026909
2023-06-01,Madrid,finance,2,7,0.4579441551943282
2025-05-01,Paris,IT,21,235,0.4400772126492864
2023-04-01,Berlin,finance,13,251,0.8456003051807617
2023-07-01,BERLIN,HR,45,67,0.9581392812061353
2024-03-01,Berlin,IT ,48,165,0.6858990766485965
2024-09-01,Berlin,Operations,26,220,0.9519520088043913
2024-04-01,BERLIN,IT,22,277,0.8144063906105885
2023-06-01,Madrid,HR,4,248,1.0489033061225899
2024-01-01,PARIS,Finance,47,261,0.8955952636259403
2023-08-01,Lyon,IT ,1,39,0.36950429202491025
2025-09-01,Berlin,Finance,18,72,0.8974780082694321
2023-03-01,Berlin,IT,26,234,0.8985958830803946
2024-11-01,PARIS,IT ,9,125,0.10650761825310538
2023-08-01,Madrid,Operations,25,161,0.444267989013301
2024-08-01,Berlin,Finance,33,83,1.0192161084960303
2025-06-01,BERLIN,Operations,1,157,0.7136642765276286
2023-11-01,Paris,Operations,19,201,1.3639543109194914
2024-08-01,Lyon,Operations,48,82,0.10553548457866585
2023-02-01,BERLIN,IT ,37,206,0.21614265865352528
2025-10-01,Lyon,IT,39,220,1.6699957871333864
2024-05-01,Berlin,IT ,36,89,1.0687739324001881
2024-03-01,Paris,HR,33,244,1.0300207359448335
2023-01-01,Berlin,IT,9,277,1.3038069186574712
2023-05-01,BERLIN,finance,4,162,0.5489359771228083
2025-10-01,Berlin,IT ,11,276,1.1171586206552186
2023-05-01,lyon,HR,16,221,0.7729365653631962
2023-08-01,Berlin,IT ,34,43,0.6148331967138796
2023-04-01,Madrid,finance,33,156,0.28989252979092184
2023-12-01,Lyon,HR,32,191,0.1424229205788447
2025-12-01,BERLIN,Operations,21,91,0.026591146348983973
2025-06-01,Lyon,IT ,30,10,0.5134353637789963
2024-07-01,PARIS,Finance,21,291,0.029040358803269262
2024-10-01,PARIS,IT,46,242,0.46582007665407843
2025-04-01,Paris,Finance,3,40,1.0629159385348879
2025-06-01,Paris,HR,35,269,0.26153821019143314
2023-06-01,BERLIN,Finance,38,147,0.76724594484507
2024-08-01,Berlin,Operations,39,283,0.2503448795241184
2024-03-01,lyon,IT ,4,128,0.6154398713630901
2023-08-01,Berlin,finance,13,28,1.4740704610851711
2025-04-01,Lyon,finance,16,109,1.1701232706681535
2023-11-01,Madrid,finance,10,-1,1.2559388984037025
2023-06-01,lyon,IT,46,126,0.8092886293340029
2025-03-01,Madrid,IT,32,105,1.5504579263962366
2023-11-01,Madrid,Operations,28,68,0.25135582512320254
2024-07-01,Berlin,HR,2,137,0.2035969237525901
2023-12-01,Berlin,Finance,5,255,0.5401890062385156
2024-05-01,Lyon,Finance,19,266,0.16767940748454382
2023-08-01,Paris,Operations,10,194,0.5127385204490785
2025-07-01,Paris,finance,31,208,0.9636666920977289
2024-07-01,Paris,IT,30,118,0.6875864949630763
2024-08-01,Madrid,IT,33,238,0.7429170689817591
2023-02-01,BERLIN,Operations,7,294,0.2748102703514196
2023-06-01,BERLIN,Finance,5,35,0.7568900645499649
2025-03-01,BERLIN,Finance,15,211,1.5657671003711062
2024-06-01,Berlin,Operations,2,34,0.10704846547951183
2024-08-01,lyon,IT ,39,178,1.1594482954077554
2023-09-01,Paris,IT ,49,112,1.0782301643360046
2023-03-01,Berlin,IT,28,191,1.36905284929456
2024-06-01,Lyon,Operations,30,239,1.024991035452851
2023-12-01,BERLIN,HR,39,20,0.6754650720318339
2024-07-01,Berlin,IT,40,126,1.3460367537536362
2025-02-01,PARIS,Finance,5,260,0.6107988086798062
2025-09-01,Berlin,IT,42,242,0.4295445505254309
2025-09-01,PARIS,IT,27,124,0.9198931532091029
2023-06-01,BERLIN,IT,23,167,1.607951340873985
2023-09-01,lyon,HR,13,89,0.9338670267762064
2023-10-01,PARIS,Operations,30,155,1.691144016955158
2025-03-01,PARIS,finance,25,96,1.3689818262417088
2024-05-01,PARIS,finance,7,197,1.463640128245885
2024-08-01,PARIS,Operations,23,222,1.2189152008710165
2024-01-01,Berlin,IT,0,-18,0.6053942468423805
2025-07-01,BERLIN,IT ,9,173,0.8228568430399084
2024-05-01,PARIS,IT ,31,159,1.2102259657528145
2023-11-01,BERLIN,IT ,42,183,0.5057185606924832
2025-03-01,BERLIN,IT,49,296,1.4526050435011757
2024-01-01,Paris,IT,49,106,0.830104386356025
2025-12-01,Madrid,Operations,7,97,1.153621787857406
2024-03-01,Lyon,HR,18,121,0.8431038738877743
2024-10-01,Lyon,Finance,11,104,1.6416386839860755
2025-01-01,Lyon,finance,14,57,0.7443838233566779
2024-07-01,PARIS,Operations,40,46,0.7166660446741661
2025-05-01,lyon,IT,36,221,1.0748219348179255
2024-11-01,BERLIN,IT,45,-16,0.20258111502480894
2024-07-01,Madrid,IT ,49,298,1.2111510965907188
2023-03-01,Lyon,IT,10,38,0.08150411694935979
2024-07-01,Lyon,finance,44,293,1.5764515793075191
2024-01-01,Paris,IT,33,160,0.9077364532145235
2025-09-01,Berlin,IT ,16,180,0.49835730342063006
2024-12-01,Lyon,Finance,27,103,0.43914421189453595
2025-11-01,Madrid,IT,13,185,1.2427692746676982
2025-09-01,Berlin,IT ,23,23,0.14492635490519337
2023-02-01,Berlin,finance,43,82,1.5761908002169092
2024-07-01,lyon,IT ,20,91,0.8606701108732531
2025-09-01,Paris,HR,37,51,1.1618771849522314
2025-03-01,Madrid,IT,22,-7,0.12728174189156746
2023-02-01,Lyon,Finance,6,86,0.415702436721117
2025-09-01,Paris,Finance,47,242,0.008559561639069301
2023-07-01,lyon,Operations,26,96,0.31583565503607064
2023-10-01,Madrid,finance,24,299,0.9410818406935539
2025-04-01,lyon,IT,31,267,0.8480731713880799
2025-01-01,lyon,IT ,4,201,1.3263326456922928
2025-07-01,PARIS,IT ,7,289,1.0915150096224409
2024-01-01,Madrid,HR,20,252,1.224581743210551
2025-07-01,Berlin,IT ,31,284,0.41773811918302
2025-05-01,Lyon,IT ,27,246,0.8687061359205679
2023-09-01,Paris,finance,2,70,1.5590865368057167
2025-07-01,Madrid,Operations,35,129,0.8330812454916715
2025-05-01,BERLIN,finance,28,4,0.3726444583249682
2023-04-01,Madrid,IT ,47,272,1.001133802507773
2024-05-01,Paris,HR,24,246,0.25344977573976823
2024-05-01,Madrid,HR,31,23,1.1394510701209228
2024-07-01,Madrid,Operations,20,207,0.7735166028329833
2023-03-01,Paris,finance,24,149,0.5510132739295264
2025-09-01,Madrid,Finance,3,262,0.4063771211421495
2024-06-01,Berlin,Operations,19,22,1.0716106479549234
2024-09-01,Paris,finance,16,223,0.6861579851129027
2024-12-01,Paris,IT,47,45,1.425430037093681
2024-04-01,Lyon,Operations,41,189,0.09927278845372277
2025-07-01,Madrid,Finance,43,12,0.6384179361508737
2023-03-01,Lyon,Operations,1,-19,0.16576435205351556
2024-05-01,Lyon,IT,16,96,1.4387933030160542
2025-09-01,BERLIN,Finance,34,201,0.5597413138342662
2023-07-01,Lyon,IT,12,117,0.9944828544589863
2024-10-01,PARIS,Finance,43,12,1.0404944757647436
2023-07-01,lyon,finance,12,48,1.3947788316059708
2025-09-01,Berlin,Finance,33,89,1.6550333198982043
2023-05-01,Madrid,finance,3,84,0.48380601300430043
2024-01-01,Lyon,Finance,34,206,0.7824352202258543
2025-06-01,Berlin,IT,14,3,0.9246447914947884
2023-10-01,PARIS,IT,26,51,0.38814417412081365
2024-02-01,PARIS,IT,4,44,0.28452920840232593
2023-07-01,Madrid,Finance,9,10,0.014663659508139693
2025-07-01,Madrid,IT,20,5,0.08921473313535618
2023-04-01,lyon,HR,23,60,1.289561416079914
2023-04-01,lyon,finance,20,168,1.2238751835229502
2024-02-01,PARIS,finance,33,70,0.04512874663147593
2024-03-01,Paris,HR,30,191,0.8046340991664149
2025-11-01,Lyon,Operations,40,211,0.2351904003738922
2025-10-01,Madrid,Operations,15,26,0.3613920106044817
2024-02-01,BERLIN,IT ,26,94,1.5558582695324714
2024-01-01,Madrid,Finance,21,-9,1.1317260808054992
2024-12-01,lyon,HR,3,249,0.5828803893676578
2024-11-01,Lyon,IT ,28,240,1.6130296032776417
2024-04-01,Madrid,finance,9,67,1.5870730192500664
2025-11-01,lyon,Finance,28,74,0.688870330136717
2025-03-01,Paris,IT,39,97,0.45445067425038754
2025-10-01,Lyon,Finance,28,11,1.608895752214592
2024-09-01,Lyon,IT,27,243,1.437406429573031
2023-08-01,lyon,Finance,0,88,0.7007359976619512
2025-09-01,BERLIN,IT,1,129,0.6155728066415624
2025-04-01,lyon,IT,3,214,1.0945924659013901
2025-03-01,PARIS,Finance,8,282,1.4241559121934944
2024-05-01,Madrid,HR,3,17,0.19023944797138462
2024-02-01,Paris,IT ,39,268,1.0019004356829884
2025-06-01,lyon,IT,28,28,0.5684988614035424
2024-05-01,PARIS,IT ,28,159,0.5974186005220335
2023-03-01,Madrid,IT ,31,40,0.9912157611082252
2023-06-01,Lyon,IT,44,235,1.6056356760173547
2025-01-01,Lyon,Operations,34,204,1.0431845114288925
2023-06-01,PARIS,IT ,19,157,0.8553885403332018
2025-12-01,Paris,IT,28,29,1.1312250369306336
2025-12-01,Madrid,Finance,16,293,0.3695122198066205
2023-03-01,PARIS,Operations,28,200,1.015837617199296
2025-11-01,Lyon,HR,19,181,0.3616674057071775
2024-07-01,lyon,Finance,29,54,0.851770422779345
2023-11-01,Lyon,IT,31,155,1.0452769832203488
2024-03-01,Paris,Finance,21,109,0.7129677551975253
2025-08-01,Lyon,HR,41,184,1.0672137394536878
2025-07-01,Paris,Finance,28,25,1.497247209976046
2024-10-01,Lyon,finance,42,21,0.07709105014499243
2023-07-01,Lyon,IT ,42,244,1.4523937003705003
2023-01-01,Paris,IT ,22,159,0.9555595232991094
2025-08-01,Paris,Finance,5,-2,1.213530201256657
2024-09-01,BERLIN,IT ,14,271,1.3538404689738874
2025-10-01,Paris,Operations,31,145,0.2594380936178916
2023-08-01,Lyon,IT,15,39,0.08996206107990741
2025-03-01,Paris,IT ,7,71,0.9082555860893894
2024-11-01,Berlin,IT,22,169,0.7284073239231651
2024-04-01,Madrid,HR,14,189,0.9607724896900504
2024-02-01,BERLIN,IT ,48,77,1.3693102109632709
2025-01-01,lyon,Finance,32,41,0.6922350291410143
2023-05-01,BERLIN,finance,10,159,1.162967017281204
2023-03-01,BERLIN,Finance,24,218,0.719873248194981
2023-04-01,PARIS,HR,39,39,1.2749099775019546
2023-11-01,Lyon,HR,14,254,1.6009830719888936
2023-08-01,Paris,finance,8,13,0.3971742330859608
2025-09-01,Paris,IT,32,247,0.1127774553285664
2024-10-01,BERLIN,IT ,12,285,0.8156577686857698
2024-03-01,Madrid,finance,49,294,0.7254930998373518
2023-12-01,Lyon,Finance,24,261,0.4001620668022976
2024-12-01,PARIS,IT ,25,144,1.1551235193169436
2023-07-01,Lyon,Finance,26,170,0.10593494870862587
2024-12-01,Berlin,Operations,48,44,1.0478622864498024
2024-02-01,lyon,IT,10,32,0.1378782785801793
2024-01-01,Lyon,HR,33,146,1.51954972636431
2023-10-01,PARIS,finance,33,38,0.9712630121712005
2023-01-01,lyon,finance,36,279,0.9541997124026127
2023-05-01,Berlin,Operations,36,-18,1.31807915985679
2025-10-01,lyon,finance,8,194,1.2671825642779362
2023-08-01,PARIS,IT,43,233,0.026446177827104067
2024-02-01,Madrid,Finance,25,296,1.5163626482775807
2024-05-01,Paris,finance,2,76,0.980219405442463
2024-10-01,Madrid,IT ,18,81,1.4213891923278543
2023-01-01,lyon,HR,34,134,1.2402795701608857
